职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
软件工程师,上海时空奇点智能技术有限公司,8千-1.2万·13薪,上海·青浦区,1年,本科,民营,少于50人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/143516868.html?s=sou_sou_soulb&t=0_0&req=748054f88b91dfe90fddda6c64c512d1,https://jobs.51job.com/all/coAmIBbVc3VmBWNAJpVjo.html
Area Salse Manager (South China),博斯特（上海）有限公司,2-3万·14薪,上海·松江区,5-7年,本科,外资（欧美）,150-500人,印刷/包装/造纸,https://jobs.51job.com/guangzhou/147141946.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coBGMGYFM1ATwAYAxm.html
安全研发工程师（Golang/C++）,赛姆科技（广东）有限公司,1.5-3万,广州·海珠区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/guangzhou/144380669.html?s=sou_sou_soulb&t=0_0&req=748054f88b91dfe90fddda6c64c512d1,https://jobs.51job.com/all/coCWhUMwRgBDNWMFMyXTA.html
技术架构资深专家,信也科技,2.5-4万·15薪,上海·浦东新区,5-7年,本科,已上市,1000-5000人,互联网/电子商务,https://jobs.51job.com/shanghai/145907134.html?s=sou_sou_soulb&t=0_0&req=748054f88b91dfe90fddda6c64c512d1,https://jobs.51job.com/all/coAGNWNVYxVGIEYgJjVjo.html
AMC Quality Engineer 生产质量工程师 (MJ000025),维宁尔（中国）电子有限公司,1-1.7万·15薪,上海·奉贤区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/shanghai/147841328.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coVjVXM1Y8BD8EZAZtVTQ.html
go语言开发（高级）,佰聆数据服务（广州）有限公司,1.5-2.2万,广州·黄埔区,5-7年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/148568710.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coCWgGalEyVmBWMQJkBWE.html
HTTP框架(Go/Rust)研发工程师,字节跳动,3-6万,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/144054641.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
项目质量工程师-Project Quality Engineer,广州奥托立夫汽车安全系统有限公司,1-2万·15薪,广州·黄埔区,5-7年,本科,外资（欧美）,500-1000人,汽车零配件,https://jobs.51job.com/guangzhou/143704393.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coB2NUMF87BjoHZAZsUTA.html
Manager Product Management,英飞凌科技（中国）有限公司,4-5万,深圳·福田区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shenzhen/138066966.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coB2NSNgBjBzkHY1Qz.html
ERP Specialist China,奇石乐精密机械设备（上海）有限公司,2.2-3万,上海·浦东新区,3-4年,本科,外资（欧美）,150-500人,汽车,https://jobs.51job.com/shanghai/148468444.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coVTEFZwJiBjwGYg1pB2s.html
Technology-SAP Cutover Coordinator-English,埃森哲（中国）有限公司,2-4万·13薪,北京·朝阳区,3-4年,本科,外资（欧美）,10000人以上,计算机服务(系统、数据服务、维修),http://accenture.51job.com/jobdetail.html?jobid=140298771,http://accenture.51job.com/
Linux系统工程师,牙木科技股份有限公司,2-3万,上海,5-7年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/137647626.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coUjYHYlc2U2hUNAFqUDI.html
游戏golang主程,久游网,3-4万,上海·静安区,2年,本科,民营,150-500人,,https://jobs.51job.com/shanghai/145073212.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coA2BUNwJgVGkEaARk.html
开发与连锁管理总监,盛域宏数（上海）管理咨询有限责任公司,50-100万/年,上海·静安区,10年以上,本科,民营,,物业管理/商业中心,https://jobs.51job.com/shanghai/148566022.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coAGFSNVYyBDgBZQxrAmA.html
"Sr. Exe, Digital Marketing, Social & Media",彪马(上海)商贸有限公司（Puma China Limted）,9千-1.3万·13薪,上海·黄浦区,3-4年,本科,外资（欧美）,1000-5000人,批发/零售,https://jobs.51job.com/shanghai/147541762.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coA2dRNlI3DzMFZFQyVjM.html
Golang,紫光云数科技有限公司,7千-1.2万·14薪,成都,2年,本科,合资,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/145754757.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coBWcAYVY3Um8CZQRvVzQ.html
（后端）开发工程师,上海艾三信息科技有限公司,1-1.5万,上海·普陀区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/131305427.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coUzRRPAdkVmxWMQ1oUj8.html
开发工程师,上海尔乐美讯文化传播有限公司,1.5-3万,上海·普陀区,3-4年,本科,民营,50-150人,影视/媒体/艺术/文化传播,https://jobs.51job.com/shanghai/148018981.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coVjRRMVE6VmkFaAdnAGE.html
嵌入式软件工程师,广东畅视科技有限公司,1-1.8万,广州·黄埔区,3-4年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/128742533.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coVjVdPAdsDjIBYQxoB2o.html
Service Engineer - Test System,采埃孚（中国）投资有限公司,,北京·大兴区,5-7年,本科,外资（欧美）,10000人以上,机械/设备/重工,https://jobs.51job.com/beijing/146691755.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coBWAHZgJiBT0DYVcyUjM.html
软件开发技术人员,上海网擎信息系统有限公司,1.5-3万,上海·杨浦区,3-4年,大专,民营,,通信/电信/网络设备,https://jobs.51job.com/shanghai/142009109.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
Golang,广州太信信息科技有限公司,1-1.3万,广州·海珠区,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/guangzhou/146163964.html?s=sou_sou_soulb&t=0_0&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coVjcAYVY8DzUHYlE0AGY.html
A-go开发工程师,文思海辉技术有限公司,1.3-1.5万,北京,3-4年,本科,外资（欧美）,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/145211829.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coUjcCYFE2ATsCY1YyVjs.html
GO开发工程师-H4140R,奇虎360科技有限公司,2-3万·15薪,成都·温江区,3-4年,本科,已上市,5000-10000人,互联网/电子商务,https://jobs.51job.com/chengdu/147653340.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coUjwBZVI1VWMDblA1.html
Golang高级软件工程师,格尔软件股份有限公司,2.4-3万,上海·静安区,3-4年,本科,已上市,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/137651552.html?s=sou_sou_soulb&t=0_0&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coCG9QNgdtATcFYFcx.html
高级后端开发工程师,字节跳动,3-5万,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/112476563.html?s=sou_sou_soulb&t=0_0&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
Go开发工程师/知名企业,上海统才企业管理咨询服务有限公司,1.8-2.5万,上海·徐汇区,2年,本科,民营,150-500人,多元化业务集团公司,https://jobs.51job.com/shanghai/147204828.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coUjJSMAdjDzZVMFY3VTE.html
后端开发工程师,广州市方驰电子有限公司,8千-1万,广州,1年,大专,民营,50-150人,新能源,https://jobs.51job.com/guangzhou/139135404.html?s=sou_sou_soulb&t=0_0&req=12b1a1e1ba04bc00880476b37c71ab3c,https://jobs.51job.com/all/coA2dXNl86U2sDZ1A3BmA.html
Golang,加绩（上海）科技服务有限公司,1.8-2.2万,上海·浦东新区,5-7年,大专,已上市,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/143005979.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coBGQAYFQyATtTNFY8Am4.html
GOlang,广州灵思互联网科技股份有限公司,1.5-2万,深圳·南山区,3-4年,大专,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/148075161.html?s=sou_sou_soulb&t=0_0&req=e421ffed97e58cca18b066ab6731d6f9,https://jobs.51job.com/all/coAWBTN1Q_Bz4BYAJhB2Q.html
Python开发工程师,牙木科技股份有限公司,2-3万,上海,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/133238587.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coUjYHYlc2U2hUNAFqUDI.html
Golang开发工程师,成都润兴消毒药业有限公司,9千-1.2万,成都·龙泉驿区,1年,本科,民营,50-150人,环保,https://jobs.51job.com/chengdu/140530999.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coBmJTNAVjDzkCZAZj.html
Go语言开发工程师-飞书,字节跳动,2-4万,深圳,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/121426504.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
运维工程师(J10023),上海山源电子科技股份有限公司,8千-1.6万,上海·松江区,1年,本科,民营,150-500人,多元化业务集团公司,https://jobs.51job.com/beijing/148565699.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coB2ICYF8-BT9SNgZkUzI.html
Golang工程师（中级/高级/资深）,薪得付信息技术(上海)有限公司,1.5-2.2万,北京,3-4年,本科,外资（欧美）,500-1000人,计算机软件,https://jobs.51job.com/beijing/147108722.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coCGoCZ1E1UmRWNgdnAmM.html
中高级运维工程师,联想中望系统服务有限公司（现越亮传奇科技股份有限公司）,9千-1.1万,广州,3-4年,大专,合资,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/146591252.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coVDBXMQRmDjAFYVY2.html
资深后端研发工程师-抖音电商C端,字节跳动,3.5-4.5万,上海,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/137737368.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
"Director, Innovation Sourcing(J27196)",辉瑞制药有限公司,6-8万,上海·静安区,10年以上,本科,外资（欧美）,5000-10000人,,https://jobs.51job.com/beijing/148031295.html?s=sou_sou_soulb&t=0_0&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coCW0BbFA6BzEPagxq.html
中级Golang开发工程师MZ,京北方信息技术股份有限公司广州分公司,1.3-1.7万,广州·天河区,1年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/144066691.html?s=sou_sou_soulb&t=0_0&req=b230cd87fa7a0ffcb57ab83520d62659,https://jobs.51job.com/all/coAmZXNFc9BzoAbFQzUTU.html
基础库研发工程师,字节跳动,3-6万,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/123237086.html?s=sou_sou_soulb&t=0_0&req=b230cd87fa7a0ffcb57ab83520d62659,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
Golang开发工程师,深圳织算科技有限公司,15-30万,深圳,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/123729029.html?s=sou_sou_soulb&t=0_0&req=e421ffed97e58cca18b066ab6731d6f9,https://jobs.51job.com/all/coVjVRMgRlAz0CZAJiVjU.html
资深PHP开发工程师,上海麦糖信息科技有限公司,1.8-2.5万·13薪,上海·浦东新区,5-7年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/147740841.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coB2dcMF44AjVSM1A7AWc.html
GO开发工程师,上海博为峰信息技术有限公司,1-1.3万,北京·西城区,1年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/beijing/138734570.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coVjNWMQNgBjtUMgFlXD0.html
Java开发工程师,上海新炬网络信息技术股份有限公司,1.3-1.5万·13薪,广州·天河区,2年,大专,已上市,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/148550944.html?s=sou_sou_soulb&t=0_0&req=e421ffed97e58cca18b066ab6731d6f9,https://jobs.51job.com/all/coA2QGalY2VmAOaQVvAGY.html
高级运维开发工程师,文思海辉技术有限公司,3-4万,上海·徐汇区,8-9年,本科,外资（欧美）,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/146671291.html?s=sou_sou_soulb&t=0_0&req=12b1a1e1ba04bc00880476b37c71ab3c,https://jobs.51job.com/all/coUjcCYFE2ATsCY1YyVjs.html
Golang高级工程师,广东明正项目管理有限公司,2-3.5万·13薪,珠海,3-4年,本科,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shenzhen/147084881.html?s=sou_sou_soulb&t=0_1&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coBWdRMABnVG0FZg1tBWg.html
初级后端开发工程师,四川澜凯信安信息技术有限公司,7千-1.2万,成都·高新区,1年,本科,民营,50-150人,石油/化工/矿产/地质,https://jobs.51job.com/chengdu/148336763.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coUzJcPwBrDzJTMVA7AWY.html
go研发工程师,上海金电网安科技有限公司,8千-1.5万,上海·浦东新区,1年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/135057300.html?s=sou_sou_soulb&t=0_0&req=f08ce3b769e10211b9072ef6bec46b0d,https://jobs.51job.com/all/coBmFVNlI2BDhSNAJh.html
销售经理,太仓博泽汽车部件有限公司,2-3万·14薪,上海·嘉定区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/taicang/147156651.html?s=sou_sou_soulb&t=0_0&req=59eb418807b89d81d035644b2812b01a,https://jobs.51job.com/all/coAGUAYgBgBjAFaQFgAWY.html
软件开发工程师,杭州旭天云科技有限公司,1.5-2.2万,成都·武侯区,3-4年,本科,民营,500-1000人,,https://jobs.51job.com/chengdu/147924944.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coUjIFZFc8AzsHawRjAWE.html
golang游戏服务器开发,上海晓枫网络科技有限公司,1.5-3万·13薪,上海·徐汇区,3-4年,本科,民营,150-500人,网络游戏,https://jobs.51job.com/shanghai/131138893.html?s=sou_sou_soulb&t=0_0&req=12b1a1e1ba04bc00880476b37c71ab3c,https://jobs.51job.com/all/coAmcFY1YzADgPbFcyUDU.html
软件开发/测试,华为技术有限公司,1.5-3万·14薪,深圳·龙岗区,3-4年,本科,民营,10000人以上,通信/电信/网络设备,https://jobs.51job.com/shenzhen/137599975.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coA2RXNgBnATgPaQJn.html
高级运维开发工程师,人瑞人才科技集团有限公司,1.2-2.4万·16薪,成都,1年,本科,民营,500-1000人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/chengdu/144918437.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coAmFQN1c9Bz1RNVYwAGA.html
golang中级工程师,广东明正项目管理有限公司,1-2万·13薪,珠海,3-4年,大专,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shenzhen/147084953.html?s=sou_sou_soulb&t=0_1&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coBWdRMABnVG0FZg1tBWg.html
Golang,博彦科技广州有限公司,2-3万,上海·徐汇区,2年,本科,民营,,计算机软件,https://jobs.51job.com/chongqing/141166676.html?s=sou_sou_soulb&t=0_0&req=0fdb49e57c60d4b0cb69d6901f671f09,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
云平台微服务架构师,中银信息技术服务（深圳）有限公司,3-6万,深圳·罗湖区,5-7年,本科,外资（非欧美）,150-500人,银行,https://jobs.51job.com/shenzhen/146469422.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coCGwHalIzBzlSN1Y9.html
后端开发工程师,上海朱光亚战略科技研究院,20-40万/年,上海·浦东新区,5-7年,本科,事业单位,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/145690342.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coVTYBZgJmVG5UMwxmBWA.html
云原生开发工程师,杭州旭天云科技有限公司,1.5-2.4万,北京,3-4年,本科,民营,500-1000人,,https://jobs.51job.com/beijing/147959996.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coUjIFZFc8AzsHawRjAWE.html
技术经理,蓬江区恒准达电子设备中心,50-100万/年,深圳·龙华区,2年,本科,合资,1000-5000人,机械/设备/重工,https://jobs.51job.com/shenzhen/146401700.html?s=sou_sou_soulb&t=0_0&req=f2036c6b85ade525e08b04b3d1d465b1,https://jobs.51job.com/all/coAmNSMwNgUWgDZVc1VzY.html
高级编译器工程师,字节跳动,4-7万,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/119401491.html?s=sou_sou_soulb&t=0_0&req=b230cd87fa7a0ffcb57ab83520d62659,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
Golang开发工程师,广州市品高软件股份有限公司,1.2-2万·13薪,广州·天河区,1年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/140023875.html?s=sou_sou_soulb&t=0_0&req=e421ffed97e58cca18b066ab6731d6f9,https://jobs.51job.com/all/coUTVTMVUzVG0PbFMy.html
云原生研发测试工程师,软通动力信息技术（集团）股份有限公司,1.3-2.2万,北京,3-4年,大专,民营,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/hangzhou/147923418.html?s=sou_sou_soulb&t=0_0&req=e421ffed97e58cca18b066ab6731d6f9,https://jobs.51job.com/all/coCW5QMlQ_BDxSPwZgAmM.html
大数据开发工程师,德科信息有限公司,1.2-1.5万,广州·黄埔区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/147590107.html?s=sou_sou_soulb&t=0_0&req=12b1a1e1ba04bc00880476b37c71ab3c,https://jobs.51job.com/all/coVDFdOFMzDjIDYANgAm8.html
Customer Development Manager - Beauty Industry,博闻(广州)展览有限公司,1.5-2.5万,广州·越秀区,8-9年,本科,外资（欧美）,500-1000人,公关/市场推广/会展,https://jobs.51job.com/guangzhou/147948779.html?s=sou_sou_soulb&t=0_0&req=a1071b18618991cd1bdad0d368f0b943,https://jobs.51job.com/all/coVDQBbVE7ATYAZABiUTE.html
Web后端开发工程师,上海聪链信息科技有限公司,1.5-3万,上海·浦东新区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/136505124.html?s=sou_sou_soulb&t=0_0&req=edfd4ea23307ba9d262cad0e71c4c07a,https://jobs.51job.com/all/coB2RTNV44VmsGYFYzUDY.html
